u_id,Name,visits,downloads,owner,category,data_provided_by,keywords,description,Frequency,last_update_date_data,URL,type,public,provenance,Source,source_link,creation_date,Last Update
wtgt-ejqk,2016 Adopted Budget Resources with Fundname,85,692,Seattle IT,Finance,Mayor's Office,2016 budget,2016 Adopted Budget Resources,One Time,09/15/2016 03:53:00 PM,https://data.seattle.gov/d/wtgt-ejqk,dataset,True,official,,http://www.seattle.gov,09/15/2016 03:52:00 PM,
x6ke-uptm,2016 Active Business License Data,1140,1488,FAS - Financial Services,Finance,Department of Finance and Administrative Services,"license,business license","Dataset contains active business license data for the City of Seattle for 2016, as of June 30, 2016.",Annually,07/01/2016 11:01:00 PM,https://data.seattle.gov/d/x6ke-uptm,dataset,True,official,,http://www.seattle.gov/fas/,07/01/2016 10:59:00 PM,
xrnu-8eiq,Park Features By PMAID,890,753,"Bhang-Barnett, Hazel",Parks,Seattle Parks and Recreation,,,as needed,08/29/2018 10:39:00 PM,https://data.seattle.gov/d/xrnu-8eiq,dataset,True,official,,,07/20/2016 11:20:00 PM,
xnpv-m68y,2016 Adopted Budget FTEs,85,570,Seattle IT,Finance,Budget Office,2016 adopted budget ftes,2016 Adopted Budget FTEs,One Time,08/04/2016 08:49:00 PM,https://data.seattle.gov/d/xnpv-m68y,dataset,True,official,,http://www.seattle.gov,08/04/2016 08:48:00 PM,
xtcp-3rjs,WDIG Content,29,17,SPU Web Team,,Seattle Public Utilities,,,Near Realtime,12/19/2018 05:15:00 PM,https://data.seattle.gov/d/xtcp-3rjs,dataset,True,official,,,12/14/2018 12:27:00 AM,
xvj2-ai6y,Underground Storage Tank (UST) Records - Residential,27869,1659,"Nguyen, Tan",Public Safety,Seattle Fire Department,"ust,underground storage tank,heating oil,tank,decommissioning","Records of Seattle Fire Department (SFD) permits related to decommissioning of a residential heating oil tank, permit code 6103.  A record with incomplete tank info indicates that the required follow-up report has not been received by SFD.  Please note that SFD records begin in 1996 when state requirement was introduced.  Decommissioning of a residential heating oil tank might have occurred prior to 1996, in which SFD will not have a record.
Commercial UST records can be requested through City Public Records Request Center at http://www.seattle.gov/public-records/public-records-request-center",daily,04/03/2019 12:30:00 AM,https://data.seattle.gov/d/xvj2-ai6y,dataset,True,official,,http://www.seattle.gov/fire/FMO/permits/permits.htm,03/08/2017 07:19:00 PM,
y5cf-gy2p,"Seattle Votes Survey Data from 5,224 immigrant and refugee residents of Seattle/King County",273,59,"Uy, Joaquin",Community,Office of Immigrants and Refugee Affairs,"civic engagement,voting,voters,immigrants,refugees,new americans,citizenship,naturalization","Seattle Votes is a community outreach and engagement campaign to identify and better document the barriers to civic engagement for Seattle's immigrant and refugee residents. By partnering with hundreds of organizations, thousands of Seattle-King County immigrants and refugees will have a chance to tell us why they don't become citizens, register to vote, or vote. NOTE: Due to the methodology of the campaign, this data is not a random sample.",One Time,05/16/2018 11:38:00 PM,https://data.seattle.gov/d/y5cf-gy2p,dataset,True,official,,https://www.seattle.gov/iandraffairs,05/16/2018 11:38:00 PM,
y9y7-3san,2018 Proposed Budget FTEs,82,596,Seattle IT,Finance,Budget Office,budget,Proposed Budget FTEs 2018,One Time,09/26/2017 08:24:00 PM,https://data.seattle.gov/d/y9y7-3san,dataset,True,official,,http://www.seattle.gov/financedepartment,09/25/2017 10:16:00 PM,
ybyr-ky4z,Open Data Program Dataset Publishing Schedule,663,696,Seattle IT,City Business,Seattle Information Technology,open data program dataset publishing schedule,A forward facing schedule of City of Seattle datasets that have been identified as target open datasets for publication on data.seattle.gov. We do not guarantee that any datasets identified in this list will ultimately be published.,Monthly,03/27/2019 07:00:00 PM,https://data.seattle.gov/d/ybyr-ky4z,dataset,True,official,,http://www.seattle.gov,06/23/2017 08:37:00 PM,
ynsu-ffu4,2017 Bias Incident Reports By Type,41,324,"Beach, Monica",City Business,Seattle Office for Civil Rights,"bias,civil rights","The Seattle Office for Civil Rights (SOCR) receives calls on the Bias Incident Reporting Line. Calls are received by front desk staff and logged. This dataset shows the amount of calls received each quarter of 2017 by type of report. An “uncategorized” type means the call did not fall into one of the listed categories or SOCR was unable to confirm the type of report. 

If you have questions about this data or want to learn more about the laws SOCR enforces, call 206-684-4500 or visit http://www.seattle.gov/civilrights. 

Visit Seattle Police Department’s Bias/Hate Crime Data site for information about bias/hate crimes: https://www.seattle.gov/police/information-and-data/bias-crime-unit/bias-crime-dashboard.",Other,03/29/2018 11:38:00 PM,https://data.seattle.gov/d/ynsu-ffu4,dataset,True,official,,http://seattle.gov/civilrights,03/29/2018 11:38:00 PM,
